Feature transformada;Coeficiente;Exp(Coeficiente);Magnitude
cat__Cidade_Uberlândia;0.031385798846854975;1.0318835265778805;0.031385798846854975
cat__Cidade_Vila Velha;-0.031196301835325235;0.9692852819195908;0.031196301835325235
cat__Cidade_Atibaia;-0.03094309584895148;0.9695307418301248;0.03094309584895148
cat__Cidade_Rio de Janeiro;-0.030665089017280718;0.9698003154697888;0.030665089017280718
cat__Cidade_Caxias;0.02723737281226781;1.0276117008943122;0.02723737281226781
cat__Cidade_Sinop;-0.026780104374328123;0.9735753029382682;0.026780104374328123
cat__Cidade_Varginha;0.0259775775864674;1.026317935690272;0.0259775775864674
cat__Cidade_São José dos Pinhais;0.02595928659877636;1.0262991634932248;0.02595928659877636
cat__Problema_Cobrança de tarifas, taxas, valores não previstos / não informados;-0.025377441085895416;0.9749418594595022;0.025377441085895416
cat__Cidade_Imperatriz;-0.024852809151731797;0.9754534792872426;0.024852809151731797
cat__Problema_Dificuldade/recusa de resgate;-0.024653140844542808;0.9756482658779008;0.024653140844542808
cat__UF_SC;0.02426681493265927;1.0245636503057765;0.02426681493265927
cat__Assunto_Atendimento Bancário;0.022653091196141104;1.0229116209417082;0.022653091196141104
cat__UF_AL;0.021411847072230976;1.0216427255703109;0.021411847072230976
cat__Cidade_Iguatu;-0.021129929339977614;0.9790917435607494;0.021129929339977614
cat__UF_MA;-0.020890959344477964;0.9793257450688578;0.020890959344477964
cat__UF_MS;0.020181991561425472;1.0203870249576283;0.020181991561425472
cat__Cidade_Feira de Santana;-0.019811125790537686;0.9803838250409355;0.019811125790537686
cat__Cidade_Viamão;0.01947685233376923;1.0196677636584204;0.01947685233376923
cat__Cidade_Ipatinga;-0.01831093649246885;0.9818556901253411;0.01831093649246885
cat__Cidade_São Carlos;-0.017957114789783013;0.9822031534438197;0.017957114789783013
cat__Cidade_Rio Branco;0.01786012470324134;1.0180205705010876;0.01786012470324134
cat__Cidade_Belo Horizonte;0.017567552823500365;1.01772276987533;0.017567552823500365
cat__Cidade_Mossoró;-0.01682306371899684;0.9833176538124364;0.01682306371899684
cat__Cidade_Governador Valadares;0.01579702766899092;1.0159224603279131;0.01579702766899092
cat__Cidade_Uberaba;-0.015561986161700347;0.9845584758593291;0.015561986161700347
cat__Cidade_Maceió;0.015245616644519037;1.0153624239025993;0.015245616644519037
cat__Cidade_Florianópolis;-0.015142280749821579;0.9849717871083752;0.015142280749821579
cat__Cidade_São José de Ribamar;-0.015094890271359983;0.9850184664987081;0.015094890271359983
cat__Cidade_infrequent_sklearn;-0.014561009637334145;0.9855444891862982;0.014561009637334145
cat__UF_PR;0.014322566741737916;1.0144256261379856;0.014322566741737916
cat__Cidade_Luziânia;0.013812127110633374;1.013907955226711;0.013812127110633374
cat__Assunto_Seguro Residencial / Condomínio;-0.013349667246108725;0.9867390443660828;0.013349667246108725
cat__Cidade_Paulista;0.012626558470995157;1.0127066100308242;0.012626558470995157
